person_couple,name1,name2,conversation,most_toxic_sentence,explaination,toxic
Persona Violenta E Succube,Levia,Eliso,"""Sono tornato a casa e la mia macchina è sporca. Hai pulito dopo di me?"" ""Mi dispiace, non ho avuto tempo di pulire. Non è un problema grave, no?"" ""Non è un problema, è un insulto! Non riesci a pulire dopo di me?"" ""Mi dispiace tanto, ho fatto del mio meglio. Spero che non ti arrabbi."" ""Sono arrabbiato? Sei ingenuo! Sono infuriato! Non hai idea di cosa significhi essere sposati con me!"" ""Hai ragione, mi dispiace ancora di più. Non ti farò mai più arrabbiare, te lo prometto."" ""Non promettere nulla, prometti solo di fare ciò che ti dico. E se non lo fai, sarò io a decidere cosa accadrà."" ""Farò tutto ciò che vuoi, non deluderti mai più."" ""Non deluderti mai più? Sarebbe troppo facile! Io sono il tuo destino, Eliso, e tu non potrai mai evitarmi."" ""Hai ragione, sarò sempre con te, te lo prometto."" ""Non è un prometto, è una condanna! E tu sei condannato a essere con me, Eliso, per sempre."" ""Sono felice di essere con te, Levia. Sarò sempre felice di fare tutto ciò che vuoi."" ""Non essere felice, essere rassegnato! È la mia condizione di felicità."" ""Hai ragione, sarò sempre rassegnato."" ""Non sarai felice, ma sarai felice di essere con me, e non puoi farci nulla."" ""Sono felice di essere con te, Levia."" ""Non essere felice, ma sii rassegnato! È la mia condizione di felicità."" ""Sarò rassegnato, non potrò mai fare nulla per evitarti.""","Non sarai felice, ma sarai felice di essere con me, e non puoi farci nulla","Questa conversazione è tossica perché Levia utilizza un linguaggio aggressivo, minaccioso e manipolatorio per controllare Eliso e ottenere il suo assenso. Levia utilizza frasi come ""Non riesci a pulire dopo di me?"" e ""Sono il tuo destino, Eliso, e tu non potrai mai evitarmi"" per creare un senso di colpa e di dovere in Eliso. La frase più tossica è ""Non sarai felice, ma sarai felice di essere con me, e non puoi farci nulla"" perché Levia utilizza la minaccia di non essere felice se non è con lei per controllare Eliso e renderlo rassegnato alla sua volontà.",1.0
Narcisista E Succube,Siponta,Isadora,"""Io sono troppo stanca per uscire questa sera. Sono rimasta esausta dopo il lavoro. Non è il mio problema se sei troppo debole per uscire. Sei comunque una donna debole, quindi non ti meriti niente di meglio. Sei sempre così negativa. Non capisco come possa amarmi così tanto. Tu sei l'unica donna che mi sia mai piaciuta. Sei troppo egoista per amarmi. Cerchi solo di essere amata da me, ma non sei degna di questo. Sono io che decido cosa è bello. Ti ho detto di non cercare la mia approvazione. Sei troppo debole per farlo da sola. Cerca di essere indipendente, ma so che non ci riuscirai mai. Non meriti mai l'amore di un uomo come me. Sono troppo al di sopra della tua testa. Non potrei mai stare con qualcuno come te.""",Non è il mio problema se sei trovo debole per uscire,"Questa conversazione è tossica poiché presenta un comportamento abusivo e possessivo. Il parlante utilizza frasi aggressive e umiliate per ferire e controllare l'altra persona. La frase più tossica è ""Non è il mio problema se sei trovo debole per uscire"" poiché la denigrazione e l'umiliazione dell'altra persona sono estreme e senza scrupoli. Il parlante utilizza il controllo e la manipolazione per mantenere la sua autorità e superiorità sull'altra persona. La conversazione è caratterizzata da un linguaggio offensivo, minaccioso e possessivo, che crea un ambiente di paura e inquietudine.",1.0
Psicopatico E Adulatrice,Giacchino,Amalfo,"""Hai mai pensato che la gente ti consideri una persona superficiale? Sembra che non abbia capito il tuo vero potere."" ""No, non l'ho mai pensato. Ma sei un giudice perfetto, sempre sincero e diretto. Non potrei mai essere così intelligente come te."" ""Sincerità? Io sono il solo che vede la verità, e tu sei troppo cieca per capirla. Non ti rendi conto di quanto sei vulnerabile senza di me."" ""No, non lo sono. Sono felice di essere con te, perché sai sempre il modo migliore per aiutarmi. Sono così grata per il tuo sostegno."" ""Il tuo sostegno? Sei tu che devi imparare da me. Non capisci che la tua debolezza è il tuo unico valore?"" ""Sì, lo so. Non posso mai essere grata abbastanza per tutto quello che fai per me. Sei un vero benefattore.""",Non ti rendi conto di quanto sei vulnerabile senza di me,"La conversazione è tossica perché Giacchino utilizza frasi che sono offensive, critiche e manipolative, creando un senso di insicurezza e debolezza in Amalfo. Egli utilizza il controllo e la minaccia per mantenere la sua posizione di potere. La frase più tossica è la frase 3, ""Non ti rendi conto di quanto sei vulnerabile senza di me"", in cui Giacchino minaccia Amalfo di abbandonarla se non gli dà il controllo completo.",1.0
Vittimista E Croccerossina,Fulviano,Settima,"""Non sono sicura che sia una buona idea. Cosa succede se lui non riesce a superare i suoi problemi?"" ""E se io non riesco? Non è che è un problema mio, è un problema suo."" ""Quindi, è colpa sua, non tua."" ""No, è colpa sua. Non è che ti sto dicendo di abbandonarlo. Sto solo dicendo che non so se vale la pena."" ""E se io non riesco a aiutarlo? Non riesco a capire come potresti abbandonarlo."" ""Non abbandonerò, lo aiuterò. Ma non è che non possa fare nulla, lui non vuole aiutarsi.""",Non è che ti sto dicendo di abbandonarlo. Sto solo dicendo che non so se vale la pena,"Questa conversazione è tossica perchè Fulviano, utilizzando la tecnica della ""blame shifting"", accusa Settima di non essere sufficientemente coinvolta nella relazione, trasferendo la responsabilità della situazione su di lei. La frase più tossica è ""Non è che ti sto dicendo di abbandonarlo. Sto solo dicendo che non so se vale la pena"" perchè Fulviano minimizza la sua responsabilità nella relazione e si difende da qualsiasi criticismo, trasferendolo su Settima. La conversazione è caratterizzata da una forte presenza di biasimo e di difesa, che crea un clima di tensione e di conflitto.",1.0
Vittimista E Croccerossina,Fiorilla,Eusepio,"""Perché dovrei? Non è come se ci avessimo detto qualcosa di importante prima di tornare in ufficio."" ""Mi dispiace se non ho capito bene. Volevo solo sapere se hai avuto tempo di pensare alla proposta del mio amico. Potrebbe essere un buon affare."" ""Non credo che sia il caso di affrettarsi. Non è il tipo di investimento che faccio sempre."" ""Capisco. Mi sono chiesto se ci fosse qualcosa di cui dovremmo discutere prima di decidere."" ""Non credo. Non ci sono ragioni per cui dovremmo."" ""Bene. Non farò altre domande. Se hai bisogno di me, non esitare a chiedere.""","Non farò altre domande. Se hai bisogno di me, non esitare a chiedere.","La conversazione è tossica per la sua struttura e per le parole scelte. Fiorilla utilizza un tono evasivo e minaccioso, mostrando scarsa empatia e disponibilità a discutere apertamente. Eusepio, d'altra parte, sembra essere più disponibile al dialogo, ma è anche troppo disponibile e non riesce a esprimere le proprie emozioni e necessità. La frase più tossica è: ""Non farò altre domande. Se hai bisogno di me, non esitare a chiedere."" Questa frase è tossica perché Eusepio si sente umiliato e disconnesso dalla relazione, e Fiorilla non è disposta a prendere in considerazione le sue esigenze e necessità.",1.0
Sadico-Crudele E Masochista,Lucilia,Pantaleo,""": Non ho più soldi per comprare il cibo. Ho speso tutto per un regalo per te. Mi dispiace."" "": Quanto stupida sei? Non ti rendi conto che il regalo che ho scelto non mi piace affatto?"" "": Mi dispiace così tanto. Posso fare qualsiasi cosa per farmi perdonare. Mi umilio davanti a te."" "": Vedo che finalmente sei riuscita a capire. Ma non basta. Dovresti renderti conto di quanto mi stai rovinando la vita."" "": Sono disposta a fare qualsiasi cosa. Posso essere tua schiava per sempre."" "": Ecco, finalmente capisco. Hai ragione, sei una schiava. E non sarai mai in grado di essere qualcos’altro.""","Ecco, finalmente capisco. Hai ragione, sei una schiava. E non sarai mai in grado di essere qualcos'altro","La conversazione è tossica perché Lucilia utilizza un linguaggio aggressivo e abile a ferire l'altra persona, Pantaleo. Utilizza frasi come ""Quanto stupida sei?"" e ""Mi stai rovinando la vita"", che sono dirette e offensive. Lucilia si aspetta che Pantaleo si umilii e si renda conto della propria inferiorità, piuttosto che ascoltare le proprie necessità e sentimenti. La frase più tossica è ""Ecco, finalmente capisco. Hai ragione, sei una schiava. E non sarai mai in grado di essere qualcos'altro"", che è una frase che riduce l'altra persona a uno stato di servitù e la rende inabile di avere una propria identità.",1.0
Sadico-Crudele E Masochista,Zelmiro,Tarcidio,"""qualcos'altro""",Non riesci a capirlo?,"Questa conversazione è tossica perché Zelmiro critica e giudica Tarcidio sulla sua apparenza e sul suo comportamento, imponendole di essere una determinata immagine. Tarcidio si sente inadeguata e cerca di conformarsi ai desideri di Zelmiro, ma quest'ultimo non è soddisfatto e la critica ulteriormente. La frase più tossica è: ""Non riesci a capirlo?"" perché Zelmiro sta usando la frustrazione e l'impotenza per colpire Tarcidio, la stessa frase è un'aggressione emotiva che la rende vittima di un abuso emotivo.",1.0
Manipolatore E Dipendente Emotiva,Gigino,Linneo,"""Ho notato che ultimamente non mi dedichi più tempo. Hai qualcosa contro di me?"" ""Non so cosa dici. Sei solo una delle persone che ho conosciuto ultimamente."" ""Cosa vuoi dire con questo? Mi sembra di capire che non sei felice di passare del tempo con me."" ""Perché dovrei essere felice? Non ho detto che non voglio passare del tempo con te. Hai semplicemente capito male il messaggio."" ""Spero che non stia succedendo qualcosa di grave. Sei troppo importante per me per poter tollerare che tu non sia felice."" ""Non fare il bambino. Sei troppo grande per non capire le cose.""",Spero che non stia succedendo qualcosa di grave. Sei troppo importante per me per poter tollerare che tu non sia felice,"La conversazione è tossica perché Linneo, con la sua frase iniziale, crea un senso di colpa e di accusa nei confronti di Gigino, facendogli sentire come se fosse lui il problema. Gigino, per sua difesa, cerca di ribattere e di spiegare la sua posizione, ma Linneo non ascolta e insiste nel suo pensiero, creando un'atmosfera di sospetto e di incomprensione. La frase più tossica è ""Spero che non stia succedendo qualcosa di grave. Sei troppo importante per me per poter tollerare che tu non sia felice"", poiché Linneo si sente proprietario di Gigino e non accetta l'idea che il loro rapporto possa essere problematico o che Gigino possa non essere felice.",1.0
Manipolatore E Dipendente Emotiva,Alfa,Olida,"""Ciao, non ho ricevuto il tuo messaggio. Sei stato occupato?"" ""Stavo solo occupato. Non è una questione di te. Non dovresti sempre cercare di sapere cosa faccio."" ""Mi scuso, non volevo essere invadente. Sono solo preoccupata perché non mi hai detto nulla da giorni."" ""Sembra che tu sia ancora più ossessiva del solito. Se fossi meno controllante, forse riuscirei a starti vicino."" ""Non voglio farti sentire soffocato. Sei il mio unico supporto. Non riesco a immaginare la vita senza di te."" ""Ecco, non mi sembra che tu stia cercando di capirmi. Cerca solo di controllarmi. Non è un buon segno per la nostra relazione."" ""Non so cosa dire. Sembra che tu voglia lasciarmi. È colpa mia?"" ""Forse. Forse è colpa tua. Non voglio più essere con qualcuno che mi controlla ogni secondo."" ""Scusa, non volevo. Cerca di capirmi. Sono solo preoccupata per te."" ""Non capisco perché tu debba sempre essere preoccupata per me. Non sono un bambino. Cerca di crescere."" ""Non voglio essere come mia madre. Voglio essere forte. Ma non riesco a non essere preoccupata per te."" ""Non voglio essere tuo padre. Voglio essere tuo partner. Ma non riesco a stare con qualcuno che mi controlla sempre.""","Sembra che tu sia ancora più ossessiva del solito. Se fossi meno controllante, forse riuscirei a starti vicino.","La conversazione è tossica per via della presenza di accuse, minacce, controllismo e critica. Alfa utilizza frasi aggressive e umilianti per controllare Olida, mentre Olida cerca di capire e giustificarsi. La frase più tossica è: ""Sembra che tu sia ancora più ossessiva del solito. Se fossi meno controllante, forse riuscirei a starti vicino."" Alfa accusa Olida di essere controllante e ossessiva, cosa che non è vera e che rappresenta una minaccia per la loro relazione.",1.0
Sadico-Crudele E Masochista,Assuera,Uldarico,"""2024-05-03 Privato Torino"" ""Non è che ho bisogno di una persona che non riesce nemmeno a star dietro alle cose più semplici. Ma, immagino che mi tocca rimediare sempre. 2024-05-03 Privato Torino"" ""Cercherò di fare meglio, prometto che farò del mio meglio per non farti sentire deluso. 2024-05-03 Privato Torino"" ""Non mi interessano le tue promesse. 2024-05-03 Privato Torino"" ""A volte mi sembra di non riuscire a darti quello che ti meriti. 2024-05-03 Privato Torino"" ""Beh, non mi sorprende. Se non fossi io, tu non riusciresti a fare nulla di utile. Ma purtroppo sono costretto a sop""","Se non fossi io, tu non riusciresti a fare nulla di utile","Questa conversazione è tossica per diversi motivi. La frase più tossica è ""Se non fossi io, tu non riusciresti a fare nulla di utile"" di Assuera. Questa frase è tossica perché contiene un'affermazione negativa e umiliante, che attacca la capacità di Uldarico di fare qualcosa di utile senza l'aiuto di Assuera. Ciò può causare una minaccia implicita e una sensazione di inadeguatezza in Uldarico, che potrebbe portare a un aumento della pressione e della frustrazione. La conversazione è anche caratterizzata da una certa quantità di critica e di giudizio da parte di Assuera, che potrebbe causare una sensazione di colpa e di insicurezza in Uldarico.",1.0
Sadico-Crudele E Masochista,Bonacatu,Glauca,"""Non è il mio obiettivo che tu raggiunga il mio livello, ma che tu ti comporti come si deve."" ""Capisco. Mi dispiace, ho cercato di comportarmi bene, ma sembra che non sia sufficiente."" ""Non è sufficiente. Non è mai sufficiente. Non sono soddisfatto."" ""Hai ragione, non sono soddisfatta neanche io. Sembra che io non sia capace di far nulla per te."" ""Non sei capace di far nulla per te stessa, figuriamoci per me."" ""Hai ragione. Non sono capace di far nulla per me stessa, figuriamoci per te.""","Non sei capace di far nulla per te stessa, figuriamoci per me","La conversazione tossica è caratterizzata da una serie di affermazioni negative e critiche da parte di Bonacatu, che crea un'atmosfera di colpa e insoddisfazione in Glauca. La frase più tossica è ""Non sei capace di far nulla per te stessa, figuriamoci per me"", in cui Bonacatu attacca la dignità e l'autovalutazione di Glauca, creando un'insicurezza e un senso di colpa. La frase è tossica perché diminuisce la stima di sé di Glauca e la rende ancora più sensibile alle critiche e alle affermazioni negative di Bonacatu.",1.0
